comment,clean_comment,label,platform,timestamp
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,Instagram,2026-04-04 18:42:03
"Aku seneng ama doktif gini lah bicara berdasarkan fakta dan bawa korban, bnyk perubahan lebih baik setelah ada doktif",aku seneng ama doktif gini lah bicara berdasarkan fakta dan bawa korban bnyk perubahan lebih baik setelah ada doktif,netral,Instagram,2026-04-16 22:52:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,TikTok,2026-03-24 05:27:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,X (Twitter),2026-04-10 15:10:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,TikTok,2026-03-23 01:23:03
ka coba bikin slime organ,ka coba bikin slime organ,netral,Instagram,2026-04-06 22:58:03
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,X (Twitter),2026-04-07 07:02:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,X (Twitter),2026-04-20 09:02:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,X (Twitter),2026-04-12 22:17:03
Skincare AEF dok🙏,skincare aef dok,netral,TikTok,2026-03-21 04:25:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,TikTok,2026-04-16 22:32:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,X (Twitter),2026-04-05 15:10:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,Instagram,2026-04-01 22:15:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,X (Twitter),2026-03-27 14:10:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,TikTok,2026-03-21 23:40:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,X (Twitter),2026-04-03 19:21:03
"itu cuma masalah otak lu nerima nya , entah karena lu ga pernah di marah in , atau lu trauma di marah in , jdi telinga dan otak lu automatis sendiri susah nangkep kalau org ngmong sambil marah , bukan salah org yg nyampein",itu cuma masalah otak lu nerima nya  entah karena lu ga pernah di marah in  atau lu trauma di marah in  jdi telinga dan otak lu automatis sendiri susah nangkep kalau org ngmong sambil marah  bukan salah org yg nyampein,netral,Instagram,2026-03-25 10:58:03
Erha gimana,erha gimana,netral,X (Twitter),2026-04-10 14:55:03
aku juga punya,aku juga punya,netral,Instagram,2026-04-16 20:52:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-04-13 00:07:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,Instagram,2026-04-17 21:16:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,Instagram,2026-03-30 20:15:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-04-16 12:45:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,X (Twitter),2026-04-02 00:37:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,X (Twitter),2026-04-07 06:24:03
yang tutup nya biru kah,yang tutup nya biru kah,netral,X (Twitter),2026-04-05 16:48:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-03-22 11:05:03
Merindinggggg,merindinggggg,netral,X (Twitter),2026-03-22 09:52:03
produk israel semua,produk israel semua,netral,TikTok,2026-04-04 01:13:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,X (Twitter),2026-04-10 11:19:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,X (Twitter),2026-03-31 11:28:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,TikTok,2026-03-21 02:58:03
Salut sama ownernya selalu merendah diri 👍👍 meski pun  derajat sudah tinggi...,salut sama ownernya selalu merendah diri  meski pun  derajat sudah tinggi,netral,X (Twitter),2026-04-14 04:33:03
iyaaa plisss uppp selalu bertanya2 ttg ini jg,iyaaa plisss uppp selalu bertanya2 ttg ini jg,netral,TikTok,2026-03-26 05:18:03
kak messi cantikk banget si,kak messi cantikk banget si,netral,Instagram,2026-04-14 19:16:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,Instagram,2026-04-19 00:03:03
maaf mau nanya dok  apakah sunscreen yang mengandung aloe vera bsa mmperburuk kulit yang berjerawat,maaf mau nanya dok  apakah sunscreen yang mengandung aloe vera bsa mmperburuk kulit yang berjerawat,negatif,Instagram,2026-04-12 11:38:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,Instagram,2026-04-18 10:47:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,TikTok,2026-04-09 21:49:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,TikTok,2026-03-24 19:49:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,Instagram,2026-03-30 17:20:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,TikTok,2026-03-22 19:00:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,Instagram,2026-04-01 19:00:03
kak udah lama nggak pernah itu bikin slime       meissie,kak udah lama nggak pernah itu bikin slime       meissie,netral,TikTok,2026-04-15 09:34:03
Cba cek aj Vidio dlu,cba cek aj vidio dlu,netral,X (Twitter),2026-03-21 15:11:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,TikTok,2026-04-02 01:41:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,X (Twitter),2026-04-16 17:23:03
Jdi inget karput dlu di apain sma richard,jdi inget karput dlu di apain sma richard,netral,X (Twitter),2026-04-13 14:38:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,TikTok,2026-04-18 23:15:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,TikTok,2026-04-13 12:07:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,Instagram,2026-03-28 04:29:03
haha ,haha ,netral,TikTok,2026-04-06 01:09:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,TikTok,2026-04-14 18:07:03
tututut lucuuu tututut kayk suara kereta ,tututut lucuuu tututut kayk suara kereta ,positif,TikTok,2026-03-30 07:27:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,X (Twitter),2026-04-09 20:39:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,TikTok,2026-04-08 18:35:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,Instagram,2026-04-13 16:16:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-03-30 05:19:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,TikTok,2026-04-04 00:35:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,X (Twitter),2026-04-05 14:00:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,TikTok,2026-04-09 08:49:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,X (Twitter),2026-03-29 10:27:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,TikTok,2026-04-18 16:50:03
dokkx review LS Skincare dong,dokkx review ls skincare dong,netral,Instagram,2026-04-05 23:32:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,Instagram,2026-04-11 22:37:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,TikTok,2026-04-12 05:41:03
"Buat cowok, ""skincare"" apan sie. 
Buat cewe ""game"" ga manfaat banget. 
Dibalik dua itu padahal bisnis nya wow sekali.","buat cowok skincare apan sie 
buat cewe game ga manfaat banget 
dibalik dua itu padahal bisnis nya wow sekali",netral,Instagram,2026-04-15 14:19:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,TikTok,2026-03-25 21:27:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,X (Twitter),2026-03-31 07:34:03
dok pakai gel moisterizer pixy terus pakai retinol hn cocok ngak,dok pakai gel moisterizer pixy terus pakai retinol hn cocok ngak,netral,Instagram,2026-04-08 18:28:03
"Dok, review skincare animate donk 🙏",dok review skincare animate donk ,netral,X (Twitter),2026-04-20 06:57:03
"Denger podcastnya kok isinya nyerang orang mulu ya, padahal belum tentu diri sendiri udah bener. Tobat doktif.",denger podcastnya kok isinya nyerang orang mulu ya padahal belum tentu diri sendiri udah bener tobat doktif,netral,TikTok,2026-03-25 06:09:03
Orang-orang pada terlalu fokus protes mengenai keputusan brand2 kosmetik lokal yang pake ba orang korea dan ga sadar sebenernya indonesia lagi mengalami pertumbuhan produksi skincare yang seharusnya berita positif ini lah yang lebih pantas di highlight,orangorang pada terlalu fokus protes mengenai keputusan brand2 kosmetik lokal yang pake ba orang korea dan ga sadar sebenernya indonesia lagi mengalami pertumbuhan produksi skincare yang seharusnya berita positif ini lah yang lebih pantas di highlight,netral,X (Twitter),2026-04-04 13:46:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,Instagram,2026-04-02 23:53:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,X (Twitter),2026-03-26 22:21:03
"Alah mau d bgkarpun purcuma 😂ingat ini indonesia boss😂 murah asal bgus dan bikin glowing ya pasti laku alias ga mikir gmn2nya , dr pada beli mahal tapi g bisa bikin glowing ya mending yg murah kata warga konoha😂kek g tau indo saja kalian😂

Di tambah yg jualannya merasa paling bnr dan paling deeeebeeessssttt😂ya auto combo 😂","alah mau d bgkarpun purcuma ingat ini indonesia boss murah asal bgus dan bikin glowing ya pasti laku alias ga mikir gmn2nya  dr pada beli mahal tapi g bisa bikin glowing ya mending yg murah kata warga konohakek g tau indo saja kalian

di tambah yg jualannya merasa paling bnr dan paling deeeebeeesssstttya auto combo ",netral,TikTok,2026-03-26 06:16:03
Untuk pengembangan nya masih mentok dana marketing karena pak dokter nya belum berani tarif pasien / pelanggan lebih mahal,untuk pengembangan nya masih mentok dana marketing karena pak dokter nya belum berani tarif pasien  pelanggan lebih mahal,netral,TikTok,2026-04-11 16:22:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-04-19 04:48:03
kak meisin cantik bgt btw kak aku udh sukreb bloh minta sukbert,kak meisin cantik bgt btw kak aku udh sukreb bloh minta sukbert,netral,Instagram,2026-03-25 13:47:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,Instagram,2026-03-29 20:43:03
"kalau mau jualan ya jualan aja, gak usah sambil jatuhin produk orang",kalau mau jualan ya jualan aja gak usah sambil jatuhin produk orang,netral,TikTok,2026-04-13 06:30:03
halahh sama aja lah smua marketing,halahh sama aja lah smua marketing,netral,Instagram,2026-04-12 13:02:03
smoga sukaaa 🎉🎉🎉,smoga sukaaa ,netral,X (Twitter),2026-03-29 23:28:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,TikTok,2026-04-01 15:35:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,X (Twitter),2026-04-03 10:24:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,TikTok,2026-04-08 20:31:03
pas ngomong ga gaboleh  itu lucu banget,pas ngomong ga gaboleh  itu lucu banget,positif,Instagram,2026-04-10 01:54:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,Instagram,2026-03-27 09:19:03
Ga pernah pake2 skincare lokal apalagi punyanya dokter2,ga pernah pake2 skincare lokal apalagi punyanya dokter2,netral,TikTok,2026-04-09 18:08:03
PLEASE JANGAN DOK.. PERTAHANKAN  MENYELAMATKAN WANITA INDONESIA.. 🙏,please jangan dok pertahankan  menyelamatkan wanita indonesia ,netral,X (Twitter),2026-03-31 02:19:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,X (Twitter),2026-03-23 10:02:03
Densu full senyum drl di penjara !,densu full senyum drl di penjara ,netral,X (Twitter),2026-04-07 15:04:03
Dok white story tolg d ulas aman g ?,dok white story tolg d ulas aman g ,netral,X (Twitter),2026-04-15 06:31:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,X (Twitter),2026-03-20 18:16:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,TikTok,2026-03-25 01:15:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,Instagram,2026-04-15 00:44:03
gpp kk nnti aku bliin buat kk deh,gpp kk nnti aku bliin buat kk deh,netral,Instagram,2026-03-28 04:00:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,Instagram,2026-03-27 18:46:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,Instagram,2026-04-09 14:09:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,X (Twitter),2026-04-09 14:02:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,TikTok,2026-04-15 14:26:03
"Untungnya saya enggak suka dandan atau bersolek, paling saya pake pelembab aja yang penting kulit wajah saya enggak kering.
Perempuan yang cantik itu bukan dilihat dari wajah tapi dari PERILAKU, KEPRIBADIAN, KETULUSAN DAN HATI YANG BERSIH.
Untuk apa punya wajah cantik dan kulit kinclong kalau mulutnya jahat, kelakuannya kayak Setan, banyak bohong, banyak GIBAH / FITNAH orang lain dan punya hati yang busuk.  
Pada akhirnya kita semua akan MATI dan dikubur, jadi wajah yang jelek atau yang cantik akan ditimbun tanah dan membusuk.","untungnya saya enggak suka dandan atau bersolek paling saya pake pelembab aja yang penting kulit wajah saya enggak kering
perempuan yang cantik itu bukan dilihat dari wajah tapi dari perilaku kepribadian ketulusan dan hati yang bersih
untuk apa punya wajah cantik dan kulit kinclong kalau mulutnya jahat kelakuannya kayak setan banyak bohong banyak gibah  fitnah orang lain dan punya hati yang busuk  
pada akhirnya kita semua akan mati dan dikubur jadi wajah yang jelek atau yang cantik akan ditimbun tanah dan membusuk",negatif,X (Twitter),2026-03-29 00:46:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,Instagram,2026-03-28 00:44:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,TikTok,2026-04-01 22:43:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-04-07 15:25:03
Y gpp malah shrusny yg jualan skincare yg paling paham bidangny...bkn malah org awam,y gpp malah shrusny yg jualan skincare yg paling paham bidangnybkn malah org awam,netral,Instagram,2026-04-05 10:48:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,X (Twitter),2026-03-20 12:13:03
"Walau pun saya ga ngerti kata² bahasa skincare dan kandungan²annya tp dengan doktif ngomong jd bs pilih² klo mau beli sesuatu
Harus teliti","walau pun saya ga ngerti kata bahasa skincare dan kandunganannya tp dengan doktif ngomong jd bs pilih klo mau beli sesuatu
harus teliti",netral,X (Twitter),2026-03-24 09:55:03
Kak coba nemeas glow dong kak,kak coba nemeas glow dong kak,netral,Instagram,2026-03-22 15:43:03
iqmw on a a d ,iqmw on a a d ,netral,Instagram,2026-04-17 04:37:03
"iya bro, 11 bulan skincarean, kulit gua malah ketergantungan di setiap situasi",iya bro 11 bulan skincarean kulit gua malah ketergantungan di setiap situasi,netral,TikTok,2026-04-04 05:02:03
Riview SBC glowing sama cream kym dong dok,riview sbc glowing sama cream kym dong dok,netral,Instagram,2026-04-06 17:54:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,Instagram,2026-04-12 13:42:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,TikTok,2026-04-10 17:14:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,X (Twitter),2026-04-05 23:11:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,Instagram,2026-04-05 06:29:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,Instagram,2026-04-11 19:29:03
Sama 😅,sama ,netral,TikTok,2026-03-28 19:22:03
aira skincare kak?,aira skincare kak,netral,Instagram,2026-04-16 19:26:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,X (Twitter),2026-04-05 14:33:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,X (Twitter),2026-04-06 04:27:03
Masalahnya skincare it jg co2k-co2kan..😂,masalahnya skincare it jg co2kco2kan,netral,Instagram,2026-03-24 23:16:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,TikTok,2026-04-05 03:30:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,X (Twitter),2026-04-05 19:02:03
Wkwkwk... Buzzer dungu,wkwkwk buzzer dungu,netral,X (Twitter),2026-03-29 03:05:03
ka rekomendasi skincare untuk kulit kombinasi,ka rekomendasi skincare untuk kulit kombinasi,netral,TikTok,2026-04-19 11:00:03
lucuuuu,lucuuuu,positif,TikTok,2026-04-15 19:59:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,X (Twitter),2026-03-23 07:14:03
Dok review skincare BG skin dong?,dok review skincare bg skin dong,netral,TikTok,2026-04-19 03:23:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,X (Twitter),2026-04-09 05:47:03
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,TikTok,2026-04-02 16:53:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,TikTok,2026-04-05 10:55:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,X (Twitter),2026-04-04 05:39:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,X (Twitter),2026-04-09 11:07:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,X (Twitter),2026-03-26 06:26:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,TikTok,2026-03-27 03:24:03
plis,plis,netral,Instagram,2026-04-16 07:33:03
"dari awal kirain cuma bahas skincare, tapi makin lama kok dramanya juga ikut kebawa ya.",dari awal kirain cuma bahas skincare tapi makin lama kok dramanya juga ikut kebawa ya,netral,TikTok,2026-04-14 18:46:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,TikTok,2026-04-15 18:06:03
Menyayangkan kostum doktif yg merah itu minggiring imajinasi kaum adam,menyayangkan kostum doktif yg merah itu minggiring imajinasi kaum adam,netral,Instagram,2026-04-13 09:18:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,X (Twitter),2026-03-31 20:36:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,TikTok,2026-04-02 16:37:03
sayang kak,sayang kak,netral,Instagram,2026-03-29 11:33:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,X (Twitter),2026-04-18 17:50:03
nge gym aja kak bagian otot dadaemang lama si proses nya apalagi untuk kaum mager kyk aku tapi terbukti hasilnya kencang,nge gym aja kak bagian otot dadaemang lama si proses nya apalagi untuk kaum mager kyk aku tapi terbukti hasilnya kencang,netral,TikTok,2026-03-22 15:53:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,X (Twitter),2026-04-16 10:10:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,Instagram,2026-03-27 06:37:03
Gk 100 persen percaya aku juga sama .😅,gk 100 persen percaya aku juga sama ,netral,Instagram,2026-04-15 18:50:03
bagus banget konten gini dokter lagi dong,bagus banget konten gini dokter lagi dong,positif,TikTok,2026-04-11 22:28:03
Kesan nya si doktif mendoktrin nara sumber,kesan nya si doktif mendoktrin nara sumber,netral,Instagram,2026-04-04 07:14:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,X (Twitter),2026-04-18 21:10:03
"Sejak autoimun, saya lagi belajar buat perawatan tubuh berbahan dasar organik dan natural dari rumah. Yuk mutualan temen2...",sejak autoimun saya lagi belajar buat perawatan tubuh berbahan dasar organik dan natural dari rumah yuk mutualan temen2,netral,Instagram,2026-04-17 19:01:03
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,Instagram,2026-03-30 22:49:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,TikTok,2026-04-09 18:49:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,Instagram,2026-04-01 15:25:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,TikTok,2026-03-26 02:07:03
"Tapi kenapa yaaa,, banyak yang julid sama doktif",tapi kenapa yaaa banyak yang julid sama doktif,netral,TikTok,2026-03-23 21:20:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,Instagram,2026-03-29 10:47:03
kaka dekat mana kalau saya kat balai,kaka dekat mana kalau saya kat balai,netral,Instagram,2026-04-05 23:21:03
"saya barusan baca artikel ttg rencana masuknya kembali produk skincare dr tiongkok ya krn ada data penjualan skincare yg sgt besar
setiap negara punya trend sendiri seperti india yg lbh fokus ke whitening juga philipina yg juga sama","saya barusan baca artikel ttg rencana masuknya kembali produk skincare dr tiongkok ya krn ada data penjualan skincare yg sgt besar
setiap negara punya trend sendiri seperti india yg lbh fokus ke whitening juga philipina yg juga sama",netral,X (Twitter),2026-03-31 17:59:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,Instagram,2026-04-16 02:21:03
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,X (Twitter),2026-03-22 05:19:03
"waduhh saya pke suncren wardah itu dok  
apa kurang bgus dok suncren wardah","waduhh saya pke suncren wardah itu dok  
apa kurang bgus dok suncren wardah",netral,Instagram,2026-04-10 05:44:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,Instagram,2026-04-13 08:17:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,Instagram,2026-04-05 15:00:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,Instagram,2026-03-24 06:39:03
"Bintang 5 pokoknya, scarlett emang gak pernah gagal.","bintang 5 pokoknya, scarlett emang gak pernah gagal.",positif,X (Twitter),2026-04-14 08:03:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,X (Twitter),2026-04-17 15:33:03
kak slimenya warna pink aja biar bagus,kak slimenya warna pink aja biar bagus,positif,TikTok,2026-04-09 04:50:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,X (Twitter),2026-03-24 18:45:03
halo kk meisseeeeeee beli barang rendo lagi dong,halo kk meisseeeeeee beli barang rendo lagi dong,netral,Instagram,2026-04-07 11:42:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,X (Twitter),2026-03-26 01:40:03
